文件代码	文件路径	equipment type	variation
109520442	thief	breast	107_1
109520443	thief	breast	107_2
109520444	thief	breast	107_3
109520449	thief	breast	105_0
109520450	thief	breast	105_1
109520451	thief	breast	105_2
109520452	thief	breast	105_3
109520454	thief	breast	98_0
109520455	thief	breast	98_1
109520456	thief	breast	98_2
109520460	thief	breast	
109520464	thief	breast	122_0
109520465	thief	breast	122_1
109520466	thief	breast	122_2
109520467	thief	breast	122_3
109520472	thief	breast	128_0
109520473	thief	breast	128_1
109520474	thief	breast	128_2
109520475	thief	breast	128_3
109520477	thief	breast	89_0
109520478	thief	breast	89_1
109520481	thief	breast	132_0
109520482	thief	breast	132_1
109520483	thief	breast	132_2
109520484	thief	breast	132_3
109520485	thief	breast	99_0
109520486	thief	breast	99_1
109520487	thief	breast	99_2
109520488	thief	breast	133_0
109520489	thief	breast	133_1
109520490	thief	breast	133_2
109520491	thief	breast	133_3
109520503	thief	breast	138_0
109520504	thief	breast	138_1
109520505	thief	breast	138_2
109520506	thief	breast	138_3
109521289	thief	breast	36_2
109521328	thief	breast	134_0
109521329	thief	breast	134_1
109521330	thief	breast	134_2
109521331	thief	breast	134_3
109521417	thief	breast	162_0
109521421	thief	breast	157_0
109530183	thief	waist	1_0
109530184	thief	waist	1_1
109530185	thief	waist	1_2
109530186	thief	waist	1_3
109530187	thief	waist	3_0
109530188	thief	waist	3_1
109530189	thief	waist	3_2
109530190	thief	waist	3_3
109530191	thief	waist	5_0
109530192	thief	waist	5_1
109530193	thief	waist	5_2
109530194	thief	waist	5_3
109530195	thief	waist	16_0
109530196	thief	waist	16_1
109530197	thief	waist	16_2
109530198	thief	waist	16_3
109530199	thief	waist	18_0
109530200	thief	waist	18_1
109530201	thief	waist	18_2
109530202	thief	waist	2_3
109530203	thief	waist	8_0
109530204	thief	waist	27_1
109530205	thief	waist	27_2
109530206	thief	waist	27_3
109530207	thief	waist	36_0
109530208	thief	waist	36_1
109530209	thief	waist	36_2
109530210	thief	waist	36_3
109530211	thief	waist	35_0
109530212	thief	waist	35_1
109530213	thief	waist	35_2
109530215	thief	waist	31_0
109530216	thief	waist	31_1
109530217	thief	waist	31_2
109530218	thief	waist	31_3
109530219	thief	waist	18_3
109530220	thief	waist	2_0
109530221	thief	waist	2_1
109530222	thief	waist	2_2
109530223	thief	waist	8_1
109530224	thief	waist	8_2
109530225	thief	waist	8_3
109530226	thief	waist	9_0
109530227	thief	waist	9_1
109530228	thief	waist	9_2
109530229	thief	waist	9_3
109530230	thief	waist	4_0
109530231	thief	waist	4_1
109530232	thief	waist	4_2
109530233	thief	waist	4_3
109530234	thief	waist	28_0
109530235	thief	waist	28_1
109530236	thief	waist	28_2
109530237	thief	waist	28_3
109530238	thief	waist	26_0
109530239	thief	waist	26_1
109530240	thief	waist	26_2
109530241	thief	waist	26_3
109530242	thief	waist	27_0
109530243	thief	waist	35_3
109530244	thief	waist	40_0
109530245	thief	waist	40_1
109530246	thief	waist	40_2
109530247	thief	waist	40_3
109530260	thief	waist	50_0
109530261	thief	waist	50_1
109530262	thief	waist	50_2
109530263	thief	waist	50_3
109530264	thief	waist	50_0
109530265	thief	waist	50_1
109530266	thief	waist	50_2
109530267	thief	waist	50_3
109530268	thief	waist	38_0
109530269	thief	waist	38_0
109530275	thief	waist	47_0
109530276	thief	waist	47_1
109530277	thief	waist	56_0
109530278	thief	waist	56_1
109530279	thief	waist	56_2
109530280	thief	waist	56_3
109530281	thief	waist	56_0
109530282	thief	waist	56_1
109530283	thief	waist	56_2
109530284	thief	waist	56_3
109530317	thief	waist	66_0
109530318	thief	waist	66_1
109530319	thief	waist	66_2
109530320	thief	waist	66_3
109530336	thief	waist	
109530338	thief	waist	67_0
109530339	thief	waist	67_1
109530340	thief	waist	67_2
109530341	thief	waist	67_3
109530342	thief	waist	70_0
109530343	thief	waist	70_1
109530344	thief	waist	70_2
109530345	thief	waist	70_3
109530351	thief	waist	57_0
109530352	thief	waist	57_1
109530353	thief	waist	57_2
109530354	thief	waist	57_3
109530355	thief	waist	
109530356	thief	waist	74_0
109530357	thief	waist	74_1
109530358	thief	waist	17_0
109530359	thief	waist	17_1
109530360	thief	waist	17_2
109530361	thief	waist	17_3
109530366	thief	waist	78_0
109530367	thief	waist	78_1
109530368	thief	waist	78_2
109530369	thief	waist	78_3
109530370	thief	waist	77_0
109530371	thief	waist	77_1
109530372	thief	waist	77_2
109530373	thief	waist	77_3
109530379	thief	waist	
109530386	thief	waist	88_0
109530387	thief	waist	88_1
109530388	thief	waist	88_2
109530389	thief	waist	88_3
109530392	thief	waist	86_0
109530393	thief	waist	86_1
109530394	thief	waist	86_2
109530395	thief	waist	86_3
109530397	thief	waist	79_0
109530398	thief	waist	79_1
109530399	thief	waist	79_2
109530403	thief	waist	
109530407	thief	waist	97_0
109530408	thief	waist	97_1
109530409	thief	waist	97_2
109530410	thief	waist	97_3
109530415	thief	waist	103_0
109530416	thief	waist	103_1
109530417	thief	waist	103_2
109530418	thief	waist	103_3
109530420	thief	waist	71_0
109530421	thief	waist	71_1
109530424	thief	waist	
109530428	thief	waist	80_0
109530429	thief	waist	80_1
109530430	thief	waist	80_2
109530431	thief	waist	109_0
109530432	thief	waist	109_1
109530433	thief	waist	109_2
109530434	thief	waist	109_3
109530449	thief	waist	114_0
109530450	thief	waist	114_1
109530451	thief	waist	114_2
109530452	thief	waist	114_3
109530666	thief	waist	29_0
109530667	thief	waist	29_1
109530668	thief	hat	42_0
109530669	thief	hat	42_1
109530670	thief	coat	34_0
109530671	thief	coat	34_1
109530672	thief	face	31_0
109530673	thief	face	31_1
109530674	thief	hair	32_0
109530675	thief	hair	32_1
109530676	thief	breast	42_0
109530677	thief	breast	42_1
109530678	thief	pants	32_0
109530679	thief	pants	32_1
109530680	thief	shoes	32_0
109530681	thief	shoes	32_1
109530682	thief	skin	0_2
109530683	thief	skin	0_1
109531230	thief	waist	23_2
109531277	thief	waist	110_0
109531278	thief	waist	110_1
109531279	thief	waist	110_2
109531280	thief	waist	110_3
109531362	thief	waist	127_0
109531366	thief	waist	131_0
109540085	thief	shoes	155_2
109540203	thief	shoes	3_3
109540204	thief	shoes	12_0
109540205	thief	shoes	5_0
109540206	thief	shoes	5_1
109540207	thief	shoes	5_2
109540208	thief	shoes	5_3
109540209	thief	shoes	17_0
109540210	thief	shoes	17_1
109540211	thief	shoes	17_2
109540212	thief	shoes	17_3
109540213	thief	shoes	2_3
109540214	thief	shoes	8_0
109540215	thief	shoes	8_1
109540216	thief	shoes	8_2
109540217	thief	shoes	9_0
109540218	thief	shoes	9_2
109540219	thief	shoes	9_3
109540220	thief	shoes	4_0
109540221	thief	shoes	4_1
109540222	thief	shoes	4_2
109540223	thief	shoes	31_0
109540224	thief	shoes	31_1
109540225	thief	shoes	29_3
109540226	thief	shoes	30_0
109540227	thief	shoes	30_1
109540228	thief	shoes	30_2
109540229	thief	shoes	30_3
109540230	thief	shoes	39_0
109540231	thief	shoes	39_3
109540232	thief	shoes	38_0
109540233	thief	shoes	38_1
109540234	thief	shoes	38_2
109540235	thief	shoes	38_3
109540236	thief	shoes	42_0
109540238	thief	shoes	1_0
109540239	thief	shoes	1_1
109540240	thief	shoes	1_2
109540241	thief	shoes	1_3
109540242	thief	shoes	3_0
109540243	thief	shoes	3_1
109540244	thief	shoes	3_2
109540245	thief	shoes	12_1
109540246	thief	shoes	12_2
109540247	thief	shoes	12_3
109540248	thief	shoes	34_0
109540249	thief	shoes	34_1
109540250	thief	shoes	34_2
109540251	thief	shoes	34_3
109540252	thief	shoes	19_0
109540253	thief	shoes	19_1
109540254	thief	shoes	19_2
109540255	thief	shoes	19_3
109540256	thief	shoes	2_0
109540257	thief	shoes	2_1
109540258	thief	shoes	2_2
109540259	thief	shoes	8_3
109540260	thief	shoes	9_1
109540261	thief	shoes	4_3
109540262	thief	shoes	31_2
109540263	thief	shoes	31_3
109540264	thief	shoes	29_0
109540265	thief	shoes	29_1
109540266	thief	shoes	29_2
109540267	thief	shoes	39_1
109540268	thief	shoes	39_2
109540269	thief	shoes	42_1
109540270	thief	shoes	42_2
109540271	thief	shoes	42_3
109540272	thief	shoes	54_0
109540273	thief	shoes	54_1
109540274	thief	shoes	54_2
109540289	thief	shoes	57_0
109540290	thief	shoes	57_1
109540291	thief	shoes	57_2
109540292	thief	shoes	57_3
109540293	thief	shoes	57_0
109540294	thief	shoes	57_1
109540295	thief	shoes	57_2
109540296	thief	shoes	57_3
109540297	thief	shoes	41_0
109540298	thief	shoes	41_0
109540304	thief	shoes	53_0
109540305	thief	shoes	53_1
109540306	thief	shoes	67_0
109540307	thief	shoes	67_1
109540308	thief	shoes	67_2
109540309	thief	shoes	67_3
109540310	thief	shoes	67_0
109540311	thief	shoes	67_1
109540312	thief	shoes	67_2
109540313	thief	shoes	67_3
109540347	thief	shoes	74_0
109540348	thief	shoes	74_1
109540349	thief	shoes	74_2
109540350	thief	shoes	74_3
109540370	thief	shoes	60_0
109540372	thief	shoes	77_0
109540373	thief	shoes	77_1
109540374	thief	shoes	77_2
109540375	thief	shoes	77_3
109540376	thief	shoes	82_0
109540377	thief	shoes	82_1
109540378	thief	shoes	82_2
109540379	thief	shoes	82_3
109540385	thief	shoes	65_0
109540386	thief	shoes	65_1
109540387	thief	shoes	65_2
109540388	thief	shoes	65_3
109540389	thief	shoes	58_0
109540391	thief	shoes	86_0
109540392	thief	shoes	86_1
109540393	thief	shoes	18_0
109540394	thief	shoes	18_1
109540395	thief	shoes	18_2
109540396	thief	shoes	18_3
109540401	thief	shoes	90_0
109540402	thief	shoes	90_1
109540403	thief	shoes	90_2
109540404	thief	shoes	90_3
109540405	thief	shoes	89_0
109540406	thief	shoes	89_1
109540407	thief	shoes	89_2
109540408	thief	shoes	89_3
109540414	thief	shoes	12_0
109540415	thief	shoes	12_1
109540416	thief	shoes	12_2
109540417	thief	shoes	12_3
109540426	thief	shoes	100_0
109540427	thief	shoes	100_1
109540428	thief	shoes	100_2
109540429	thief	shoes	100_3
109540432	thief	shoes	97_0
109540433	thief	shoes	97_1
109540434	thief	shoes	97_2
109540435	thief	shoes	97_3
109540437	thief	shoes	91_0
109540438	thief	shoes	91_1
109540439	thief	shoes	91_2
109540444	thief	shoes	109_0
109540445	thief	shoes	109_1
109540446	thief	shoes	109_2
109540450	thief	shoes	110_0
109540451	thief	shoes	110_1
109540452	thief	shoes	110_2
109540453	thief	shoes	110_3
109540458	thief	shoes	116_0
109540459	thief	shoes	116_1
109540460	thief	shoes	116_2
109540461	thief	shoes	116_3
109540463	thief	shoes	83_0
109540464	thief	shoes	83_1
109540467	thief	shoes	122_0
109540468	thief	shoes	122_1
109540469	thief	shoes	122_2
109540470	thief	shoes	122_3
109540480	thief	shoes	92_0
109540481	thief	shoes	92_1
109540482	thief	shoes	92_2
109540483	thief	shoes	123_0
109540484	thief	shoes	123_1
109540485	thief	shoes	123_2
109540486	thief	shoes	123_3
109540501	thief	shoes	128_0
109540502	thief	shoes	128_1
109540503	thief	shoes	128_2
109540504	thief	shoes	128_3
109541297	thief	shoes	26_2
109541348	thief	shoes	124_0
109541349	thief	shoes	124_1
109541350	thief	shoes	124_2
109541351	thief	shoes	124_3
109541434	thief	shoes	143_0
109541438	thief	shoes	148_0
109550193	thief	hat	1_0
109550194	thief	hat	1_1
109550195	thief	hat	1_2
109550196	thief	hat	1_3
109550197	thief	hat	3_0
109550198	thief	hat	3_1
109550199	thief	hat	3_2
109550200	thief	hat	5_0
109550201	thief	hat	5_1
109550202	thief	hat	5_2
109550203	thief	hat	5_3
109550204	thief	hat	45_0
109550205	thief	hat	45_1
109550206	thief	hat	45_2
109550207	thief	hat	45_3
109550208	thief	hat	24_0
109550209	thief	hat	24_1
109550210	thief	hat	24_2
109550211	thief	hat	24_3
109550212	thief	hat	39_1
109550213	thief	hat	40_3
109550214	thief	hat	54_0
109550215	thief	hat	54_1
109550216	thief	hat	54_2
109550217	thief	hat	54_3
109550218	thief	hat	3_3
109550219	thief	hat	18_0
109550220	thief	hat	18_1
109550221	thief	hat	18_2
109550222	thief	hat	18_3
109550223	thief	hat	22_0
109550224	thief	hat	22_1
109550225	thief	hat	22_2
109550226	thief	hat	22_3
109550227	thief	hat	2_0
109550228	thief	hat	2_1
109550229	thief	hat	2_2
109550230	thief	hat	2_3
109550231	thief	hat	8_0
109550232	thief	hat	8_1
109550233	thief	hat	8_2
109550234	thief	hat	8_3
109550235	thief	hat	9_0
109550236	thief	hat	9_1
109550237	thief	hat	9_2
109550238	thief	hat	9_3
109550239	thief	hat	4_0
109550240	thief	hat	4_1
109550241	thief	hat	4_2
109550242	thief	hat	4_3
109550243	thief	hat	41_0
109550244	thief	hat	41_1
109550245	thief	hat	41_2
109550246	thief	hat	41_3
109550247	thief	hat	39_0
109550248	thief	hat	39_2
109550249	thief	hat	39_3
109550250	thief	hat	40_0
109550251	thief	hat	40_1
109550252	thief	hat	40_2
109550253	thief	hat	51_0
109550254	thief	hat	51_1
109550255	thief	hat	51_2
109550256	thief	hat	51_3
109550257	thief	hat	50_0
109550258	thief	hat	50_1
109550259	thief	hat	50_2
109550260	thief	hat	50_3
109550262	thief	hat	66_0
109550263	thief	hat	66_1
109550264	thief	hat	66_2
109550277	thief	hat	72_0
109550278	thief	hat	69_0
109550279	thief	hat	69_1
109550280	thief	hat	69_2
109550281	thief	hat	69_3
109550282	thief	hat	69_0
109550283	thief	hat	69_1
109550284	thief	hat	69_2
109550285	thief	hat	69_3
109550286	thief	hat	53_0
109550287	thief	hat	53_0
109550293	thief	hat	65_0
109550294	thief	hat	65_1
109550295	thief	hat	80_0
109550296	thief	hat	80_1
109550297	thief	hat	80_2
109550298	thief	hat	80_3
109550299	thief	hat	80_0
109550300	thief	hat	80_1
109550301	thief	hat	80_2
109550302	thief	hat	80_3
109550303	thief	hat	39_0
109550304	thief	hat	39_0
109550337	thief	hat	90_0
109550338	thief	hat	90_1
109550339	thief	hat	90_2
109550340	thief	hat	90_3
109550363	thief	hat	
109550365	thief	hat	94_0
109550366	thief	hat	94_1
109550367	thief	hat	94_2
109550368	thief	hat	94_3
109550369	thief	hat	98_0
109550370	thief	hat	98_1
109550371	thief	hat	98_2
109550372	thief	hat	98_3
109550381	thief	hat	81_0
109550382	thief	hat	81_1
109550383	thief	hat	81_2
109550384	thief	hat	81_3
109550385	thief	hat	70_0
109550388	thief	hat	104_0
109550389	thief	hat	104_1
109550390	thief	hat	23_0
109550391	thief	hat	23_1
109550392	thief	hat	23_2
109550393	thief	hat	23_3
109550399	thief	hat	109_0
109550400	thief	hat	109_1
109550401	thief	hat	109_2
109550402	thief	hat	109_3
109550403	thief	hat	108_0
109550404	thief	hat	108_1
109550405	thief	hat	108_2
109550406	thief	hat	108_3
109550412	thief	hat	18_0
109550413	thief	hat	18_1
109550414	thief	hat	18_2
109550415	thief	hat	18_3
109550424	thief	hat	121_0
109550425	thief	hat	121_1
109550426	thief	hat	121_2
109550427	thief	hat	121_3
109550430	thief	hat	119_0
109550431	thief	hat	119_1
109550432	thief	hat	119_2
109550433	thief	hat	119_3
109550435	thief	hat	110_0
109550436	thief	hat	110_1
109550437	thief	hat	110_2
109550444	thief	hat	130_0
109550445	thief	hat	130_1
109550446	thief	hat	130_2
109550450	thief	hat	132_0
109550451	thief	hat	132_1
109550452	thief	hat	132_2
109550453	thief	hat	132_3
109550458	thief	hat	136_0
109550459	thief	hat	140_0
109550460	thief	hat	140_1
109550461	thief	hat	140_2
109550462	thief	hat	140_3
109550464	thief	hat	142_0
109550466	thief	hat	101_0
109550467	thief	hat	101_1
109550470	thief	hat	147_0
109550471	thief	hat	147_1
109550472	thief	hat	147_2
109550473	thief	hat	147_3
109550480	thief	hat	111_0
109550481	thief	hat	111_1
109550482	thief	hat	111_2
109550483	thief	hat	148_0
109550484	thief	hat	148_1
109550485	thief	hat	148_2
109550486	thief	hat	148_3
109550488	thief	hat	151_0
109550502	thief	hat	155_0
109550503	thief	hat	154_0
109550504	thief	hat	154_1
109550505	thief	hat	154_2
109550506	thief	hat	154_3
109551299	thief	hat	35_2
109551363	thief	hat	149_0
109551364	thief	hat	149_1
109551365	thief	hat	149_2
109551366	thief	hat	149_3
109551458	thief	hat	175_0
109551462	thief	hat	182_0
109560200	thief	hair	5_0
109560201	thief	hair	5_1
109560202	thief	hair	5_2
109560203	thief	hair	5_3
109560204	thief	hair	19_3
109560205	thief	hair	2_0
109560206	thief	hair	2_1
109560207	thief	hair	2_2
109560208	thief	hair	2_3
109560209	thief	hair	8_0
109560210	thief	hair	8_1
109560211	thief	hair	8_2
109560212	thief	hair	8_3
109560213	thief	hair	9_0
109560214	thief	hair	9_1
109560215	thief	hair	9_2
109560216	thief	hair	9_3
109560217	thief	hair	4_0
109560218	thief	hair	4_1
109560219	thief	hair	4_2
109560220	thief	hair	30_1
109560221	thief	hair	30_2
109560222	thief	hair	30_3
109560223	thief	hair	39_0
109560224	thief	hair	39_1
109560225	thief	hair	39_2
109560226	thief	hair	39_3
109560227	thief	hair	38_0
109560228	thief	hair	38_1
109560229	thief	hair	38_2
109560230	thief	hair	42_1
109560231	thief	hair	42_2
109560232	thief	hair	1_0
109560233	thief	hair	1_1
109560234	thief	hair	1_2
109560235	thief	hair	1_3
109560236	thief	hair	3_0
109560237	thief	hair	3_1
109560238	thief	hair	3_2
109560239	thief	hair	3_3
109560240	thief	hair	12_0
109560241	thief	hair	12_1
109560242	thief	hair	12_2
109560243	thief	hair	12_3
109560244	thief	hair	18_0
109560245	thief	hair	18_1
109560246	thief	hair	18_2
109560247	thief	hair	18_3
109560248	thief	hair	34_0
109560249	thief	hair	34_1
109560250	thief	hair	34_2
109560251	thief	hair	34_3
109560252	thief	hair	19_0
109560253	thief	hair	19_1
109560254	thief	hair	19_2
109560255	thief	hair	4_3
109560256	thief	hair	31_0
109560257	thief	hair	31_1
109560258	thief	hair	31_2
109560259	thief	hair	31_3
109560260	thief	hair	29_0
109560261	thief	hair	29_1
109560262	thief	hair	29_2
109560263	thief	hair	29_3
109560264	thief	hair	30_0
109560265	thief	hair	38_3
109560266	thief	hair	42_0
109560267	thief	hair	42_3
109560269	thief	hair	54_0
109560270	thief	hair	54_1
109560271	thief	hair	54_2
109560286	thief	hair	57_0
109560287	thief	hair	57_1
109560288	thief	hair	57_2
109560289	thief	hair	57_3
109560290	thief	hair	57_0
109560291	thief	hair	57_1
109560292	thief	hair	57_2
109560293	thief	hair	57_3
109560294	thief	hair	68_0
109560295	thief	hair	69_0
109560296	thief	hair	70_0
109560297	thief	hair	71_0
109560298	thief	hair	68_0
109560299	thief	hair	69_0
109560300	thief	hair	70_0
109560301	thief	hair	71_0
109560310	thief	hair	53_0
109560311	thief	hair	53_1
109560312	thief	hair	65_0
109560313	thief	hair	65_1
109560314	thief	hair	65_2
109560315	thief	hair	65_3
109560316	thief	hair	65_0
109560317	thief	hair	65_1
109560318	thief	hair	65_2
109560319	thief	hair	65_3
109560353	thief	hair	78_0
109560354	thief	hair	78_1
109560355	thief	hair	78_2
109560356	thief	hair	78_3
109560372	thief	hair	60_0
109560374	thief	hair	79_0
109560375	thief	hair	79_1
109560376	thief	hair	79_2
109560377	thief	hair	79_3
109560378	thief	hair	84_0
109560379	thief	hair	84_1
109560380	thief	hair	84_2
109560381	thief	hair	84_3
109560389	thief	hair	66_0
109560390	thief	hair	66_1
109560391	thief	hair	66_2
109560392	thief	hair	66_3
109560393	thief	hair	58_0
109560395	thief	hair	88_0
109560396	thief	hair	88_1
109560397	thief	hair	20_0
109560398	thief	hair	20_1
109560399	thief	hair	20_2
109560400	thief	hair	20_3
109560405	thief	hair	92_0
109560406	thief	hair	92_1
109560407	thief	hair	92_2
109560408	thief	hair	92_3
109560409	thief	hair	91_0
109560410	thief	hair	91_1
109560411	thief	hair	91_2
109560412	thief	hair	91_3
109560418	thief	hair	12_0
109560419	thief	hair	12_1
109560420	thief	hair	12_2
109560421	thief	hair	12_3
109560430	thief	hair	101_0
109560431	thief	hair	101_1
109560432	thief	hair	101_2
109560433	thief	hair	101_3
109560436	thief	hair	99_0
109560437	thief	hair	99_1
109560438	thief	hair	99_2
109560439	thief	hair	99_3
109560441	thief	hair	0_0
109560446	thief	hair	110_0
109560447	thief	hair	110_1
109560448	thief	hair	110_2
109560452	thief	hair	111_0
109560453	thief	hair	111_1
109560454	thief	hair	111_2
109560455	thief	hair	111_3
109560460	thief	hair	117_0
109560461	thief	hair	117_1
109560462	thief	hair	117_2
109560463	thief	hair	117_3
109560465	thief	hair	85_0
109560466	thief	hair	85_1
109560469	thief	hair	123_0
109560470	thief	hair	123_1
109560471	thief	hair	123_2
109560472	thief	hair	123_3
109560482	thief	hair	93_0
109560483	thief	hair	93_1
109560484	thief	hair	93_2
109560485	thief	hair	124_0
109560486	thief	hair	124_1
109560487	thief	hair	124_2
109560488	thief	hair	124_3
109560503	thief	hair	129_0
109560504	thief	hair	129_1
109560505	thief	hair	129_2
109560506	thief	hair	129_3
109561295	thief	hair	26_2
109561346	thief	hair	125_0
109561347	thief	hair	125_1
109561348	thief	hair	125_2
109561349	thief	hair	125_3
109561432	thief	hair	144_0
109561436	thief	hair	147_0
109570078	thief	face	
109570198	thief	face	1_0
109570199	thief	face	1_1
109570200	thief	face	1_2
109570201	thief	face	1_3
109570202	thief	face	3_0
109570203	thief	face	3_1
109570204	thief	face	3_2
109570205	thief	face	3_3
109570206	thief	face	12_3
109570207	thief	face	5_0
109570208	thief	face	5_1
109570209	thief	face	17_0
109570210	thief	face	17_1
109570211	thief	face	17_2
109570212	thief	face	17_3
109570213	thief	face	19_0
109570214	thief	face	19_1
109570215	thief	face	19_2
109570216	thief	face	19_3
109570217	thief	face	2_2
109570218	thief	face	2_3
109570219	thief	face	8_3
109570220	thief	face	9_0
109570221	thief	face	9_1
109570222	thief	face	4_0
109570223	thief	face	4_1
109570224	thief	face	4_3
109570225	thief	face	30_0
109570226	thief	face	30_2
109570227	thief	face	28_0
109570228	thief	face	28_1
109570229	thief	face	28_2
109570230	thief	face	28_3
109570231	thief	face	29_0
109570232	thief	face	29_1
109570233	thief	face	29_2
109570234	thief	face	29_3
109570235	thief	face	39_0
109570236	thief	face	39_1
109570237	thief	face	12_0
109570238	thief	face	12_1
109570239	thief	face	12_2
109570240	thief	face	5_2
109570241	thief	face	5_3
109570242	thief	face	33_0
109570243	thief	face	33_1
109570244	thief	face	33_2
109570245	thief	face	33_3
109570246	thief	face	2_0
109570247	thief	face	2_1
109570248	thief	face	8_0
109570249	thief	face	8_1
109570250	thief	face	8_2
109570251	thief	face	9_2
109570252	thief	face	9_3
109570253	thief	face	4_2
109570254	thief	face	30_1
109570255	thief	face	30_3
109570256	thief	face	39_2
109570257	thief	face	39_3
109570258	thief	face	38_0
109570259	thief	face	38_1
109570260	thief	face	38_2
109570261	thief	face	38_3
109570262	thief	face	42_0
109570263	thief	face	42_1
109570264	thief	face	42_2
109570265	thief	face	42_3
109570281	thief	face	52_0
109570282	thief	face	52_1
109570283	thief	face	52_2
109570284	thief	face	52_3
109570285	thief	face	52_0
109570286	thief	face	52_1
109570287	thief	face	52_2
109570288	thief	face	52_3
109570289	thief	face	41_0
109570290	thief	face	41_0
109570296	thief	face	49_0
109570297	thief	face	49_1
109570298	thief	face	59_0
109570299	thief	face	59_1
109570300	thief	face	59_2
109570301	thief	face	59_3
109570302	thief	face	59_0
109570303	thief	face	59_1
109570304	thief	face	59_2
109570305	thief	face	59_3
109570338	thief	face	69_0
109570339	thief	face	69_1
109570340	thief	face	69_2
109570341	thief	face	69_3
109570350	thief	face	55_0
109570352	thief	face	70_0
109570353	thief	face	70_1
109570354	thief	face	70_2
109570355	thief	face	70_3
109570356	thief	face	73_0
109570357	thief	face	73_1
109570358	thief	face	73_2
109570359	thief	face	73_3
109570365	thief	face	60_0
109570366	thief	face	60_1
109570367	thief	face	60_2
109570368	thief	face	60_3
109570369	thief	face	53_0
109570371	thief	face	77_0
109570372	thief	face	77_1
109570373	thief	face	18_0
109570374	thief	face	18_1
109570375	thief	face	18_2
109570376	thief	face	18_3
109570381	thief	face	81_0
109570382	thief	face	81_1
109570383	thief	face	81_2
109570384	thief	face	81_3
109570385	thief	face	80_0
109570386	thief	face	80_1
109570387	thief	face	80_2
109570388	thief	face	80_3
109570394	thief	face	12_0
109570395	thief	face	12_1
109570396	thief	face	12_2
109570397	thief	face	12_3
109570404	thief	face	89_0
109570405	thief	face	89_1
109570406	thief	face	89_2
109570407	thief	face	89_3
109570410	thief	face	88_0
109570411	thief	face	88_1
109570412	thief	face	88_2
109570413	thief	face	88_3
109570415	thief	face	
109570419	thief	face	96_0
109570420	thief	face	96_1
109570421	thief	face	96_2
109570425	thief	face	98_0
109570426	thief	face	98_1
109570427	thief	face	98_2
109570428	thief	face	98_3
109570433	thief	face	104_0
109570434	thief	face	104_1
109570435	thief	face	104_2
109570436	thief	face	104_3
109570438	thief	face	74_0
109570439	thief	face	74_1
109570442	thief	face	108_0
109570443	thief	face	108_1
109570444	thief	face	108_2
109570445	thief	face	108_3
109570446	thief	face	82_0
109570447	thief	face	82_1
109570448	thief	face	82_2
109570449	thief	face	109_0
109570450	thief	face	109_1
109570451	thief	face	109_2
109570452	thief	face	109_3
109570464	thief	face	114_0
109570465	thief	face	114_1
109570466	thief	face	114_2
109570467	thief	face	114_3
109571252	thief	face	24_2
109571291	thief	face	110_0
109571292	thief	face	110_1
109571293	thief	face	110_2
109571294	thief	face	110_3
109571372	thief	face	126_0
109571376	thief	face	130_0
109580067	thief	skin	0_1
109580068	thief	skin	0_2
109580069	thief	skin	0_3
109580070	thief	skin	0_4
109580071	thief	skin	0_5
109580072	thief	skin	0_6
109580073	thief	skin	0_7
109580074	thief	skin	0_8
109580075	thief	skin	0_9
109580076	thief	skin	0_12
109580077	thief	skin	0_13
109580078	thief	skin	0_14
109580079	thief	skin	0_15
109580080	thief	skin	0_16
109580081	thief	skin	0_10
109580082	thief	skin	0_11
109580083	thief	skin	0_17
109580084	thief	skin	0_18
109580129	thief	skin	0_1
109580134	thief	skin	0_1
109580136	thief	skin	0_1
109580141	thief	skin	0_1
109580142	thief	skin	0_1
109580143	thief	skin	0_1
109580144	thief	skin	0_1
109580151	thief	skin	0_1
109580152	thief	skin	0_2
109580153	thief	skin	0_80000
109580155	thief	skin	0_80100
109580158	thief	skin	0_1
109580159	thief	skin	0_2
109580160	thief	skin	0_2
109580161	thief	skin	0_1
109580162	thief	skin	0_1
109580163	thief	skin	0_3
109580167	thief	skin	0_2
109580168	thief	skin	0_3
109580173	thief	skin	0_2
109580174	thief	skin	0_1
109580175	thief	skin	0_1
109580176	thief	skin	0_2
109580177	thief	skin	0_3
109580178	thief	skin	0_5
109580179	thief	skin	0_1
109580180	thief	skin	0_2
109580181	thief	skin	0_1
1120000	fighter	hat	0_0
1120001	fighter	hat	1_0
1120002	fighter	hat	2_0
1120003	fighter	hat	0_1
1120004	fighter	hat	0_2
1120005	fighter	hat	0_3
1120006	fighter	hat	1_1
1120007	fighter	hat	1_2
1120008	fighter	hat	1_3
1120009	fighter	hat	2_1
1120010	fighter	hat	4_0
1120011	fighter	hat	4_1
1120012	fighter	hat	4_2
1120013	fighter	hat	4_3
1130000	fighter	hair	1_0
1130001	fighter	hair	2_0
1130002	fighter	hair	3_0
1130003	fighter	hair	4_0
1130004	fighter	hair	5_0
1130005	fighter	hair	6_0
1130006	fighter	hair	7_0
1130007	fighter	hair	8_0
1130008	fighter	hair	0_1
1130009	fighter	hair	0_2
1130010	fighter	hair	0_3
1130011	fighter	hair	1_1
1130012	fighter	hair	1_2
1130013	fighter	hair	1_3
1130014	fighter	hair	2_1
1130015	fighter	hair	2_2
1130016	fighter	hair	2_3
1130017	fighter	hair	3_1
